,Accession,Protein,Organism_Name,Species,Genotype,Isolate,Length,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
1054,ANA05599.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqUT-011108,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1055,ANA05600.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqUT-011371,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1056,ANA05601.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqUT-012202,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1057,ANA05602.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqUT-037003,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1058,ANA05603.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqUT-059303,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1059,ALT54594.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,32A.16,505,Brazil,Homo sapiens,cervix,"Siqueira,J.D., Alves,B.M., Prellwitz,I.M., Furtado,C., Meyrelles,A.R., Machado,E.S., Seuanez,H.N., Soares,M.A., Soares,E.A., Delwart,E.L.",,2016-04-14,dsDNA
1060,ALT54602.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,32B.16,505,Brazil,Homo sapiens,cervix,"Siqueira,J.D., Alves,B.M., Prellwitz,I.M., Furtado,C., Meyrelles,A.R., Machado,E.S., Seuanez,H.N., Soares,M.A., Soares,E.A., Delwart,E.L.",,2016-04-14,dsDNA
1061,ALT54610.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,36A.16,505,Brazil,Homo sapiens,cervix,"Siqueira,J.D., Alves,B.M., Prellwitz,I.M., Furtado,C., Meyrelles,A.R., Machado,E.S., Seuanez,H.N., Soares,M.A., Soares,E.A., Delwart,E.L.",,2016-04-14,dsDNA
1062,ALT54618.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,87B.16,505,Brazil,Homo sapiens,cervix,"Siqueira,J.D., Alves,B.M., Prellwitz,I.M., Furtado,C., Meyrelles,A.R., Machado,E.S., Seuanez,H.N., Soares,M.A., Soares,E.A., Delwart,E.L.",,2016-04-14,dsDNA
1063,ALT54626.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,103A.16,505,Brazil,Homo sapiens,cervix,"Siqueira,J.D., Alves,B.M., Prellwitz,I.M., Furtado,C., Meyrelles,A.R., Machado,E.S., Seuanez,H.N., Soares,M.A., Soares,E.A., Delwart,E.L.",,2016-04-14,dsDNA
1064,ALT54634.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,118B.16,505,Brazil,Homo sapiens,cervix,"Siqueira,J.D., Alves,B.M., Prellwitz,I.M., Furtado,C., Meyrelles,A.R., Machado,E.S., Seuanez,H.N., Soares,M.A., Soares,E.A., Delwart,E.L.",,2016-04-14,dsDNA
1065,ALB35322.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,HPV16,534_consensus,531,Brazil,Homo sapiens,,"Oliveira,C., Bravo,I., Genta,M.L., Fregnani,J.H., Tacla,M., Carvalho,J., Longatto-Filho,A., Levi,J.E.",,2016-03-31,dsDNA
1066,ALB35329.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,HPV16,400_consensus,531,Brazil,Homo sapiens,,"Oliveira,C., Bravo,I., Genta,M.L., Fregnani,J.H., Tacla,M., Carvalho,J., Longatto-Filho,A., Levi,J.E.",,2016-03-31,dsDNA
1067,ALB35336.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,HPV16,573_consensus,531,Brazil,Homo sapiens,,"Oliveira,C., Bravo,I., Genta,M.L., Fregnani,J.H., Tacla,M., Carvalho,J., Longatto-Filho,A., Levi,J.E.",,2016-03-31,dsDNA
1074,AMN09984.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,15,531,China,Homo sapiens,,"Wang,L., Du,J., Wang,P., Wang,Y.",2014-11-28,2016-03-07,dsDNA
1075,AMN09985.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,9,531,China,Homo sapiens,,"Wang,L., Du,J., Wang,P., Wang,Y.",2014-11-13,2016-03-07,dsDNA
1076,AMN09986.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,15371,531,China,Homo sapiens,,"Wang,L., Du,J., Wang,P., Wang,Y.",2014-12-22,2016-03-07,dsDNA
1078,ALB35236.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,A1,CNA15,531,Brazil,Homo sapiens,,"Oliveira,C.M., Bravo,I.G., Souza,N.C., Genta,M.L., Fregnani,J.H., Tacla,M., Carvalho,J.P., Longatto-Filho,A., Levi,J.E., Oliveira,C., Bravo,I., Carvalho,J.",2010-02-10,2015-09-08,dsDNA
1079,ALB35244.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,A1,CNA20,531,Brazil,Homo sapiens,,"Oliveira,C.M., Bravo,I.G., Souza,N.C., Genta,M.L., Fregnani,J.H., Tacla,M., Carvalho,J.P., Longatto-Filho,A., Levi,J.E., Oliveira,C., Bravo,I., Carvalho,J.",2010-03-03,2015-09-08,dsDNA
1080,ALB35252.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,A1,CNA33,531,Brazil,Homo sapiens,,"Oliveira,C.M., Bravo,I.G., Souza,N.C., Genta,M.L., Fregnani,J.H., Tacla,M., Carvalho,J.P., Longatto-Filho,A., Levi,J.E., Oliveira,C., Bravo,I., Carvalho,J.",2010-05-12,2015-09-08,dsDNA
1081,ALB35260.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,A1,CNA34,531,Brazil,Homo sapiens,,"Oliveira,C.M., Bravo,I.G., Souza,N.C., Genta,M.L., Fregnani,J.H., Tacla,M., Carvalho,J.P., Longatto-Filho,A., Levi,J.E., Oliveira,C., Bravo,I., Carvalho,J.",2010-05-18,2015-09-08,dsDNA
1082,ALB35268.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,D3,CNA55,531,Brazil,Homo sapiens,,"Oliveira,C.M., Bravo,I.G., Souza,N.C., Genta,M.L., Fregnani,J.H., Tacla,M., Carvalho,J.P., Longatto-Filho,A., Levi,J.E., Oliveira,C., Bravo,I., Carvalho,J.",2010-11-24,2015-09-08,dsDNA
1083,ALB35275.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,A2,CNA131,531,Brazil,Homo sapiens,,"Oliveira,C.M., Bravo,I.G., Souza,N.C., Genta,M.L., Fregnani,J.H., Tacla,M., Carvalho,J.P., Longatto-Filho,A., Levi,J.E., Oliveira,C., Bravo,I., Carvalho,J.",2011-07-04,2015-09-08,dsDNA
1084,ALB35284.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,D3,CNA137,531,Brazil,Homo sapiens,,"Oliveira,C.M., Bravo,I.G., Souza,N.C., Genta,M.L., Fregnani,J.H., Tacla,M., Carvalho,J.P., Longatto-Filho,A., Levi,J.E., Oliveira,C., Bravo,I., Carvalho,J.",2011-08-11,2015-09-08,dsDNA
1085,ALB35292.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,A1,CNA138,531,Brazil,Homo sapiens,,"Oliveira,C.M., Bravo,I.G., Souza,N.C., Genta,M.L., Fregnani,J.H., Tacla,M., Carvalho,J.P., Longatto-Filho,A., Levi,J.E., Oliveira,C., Bravo,I., Carvalho,J.",2011-08-11,2015-09-08,dsDNA
1086,ALB35300.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,D3,CNA173,531,Brazil,Homo sapiens,,"Oliveira,C.M., Bravo,I.G., Souza,N.C., Genta,M.L., Fregnani,J.H., Tacla,M., Carvalho,J.P., Longatto-Filho,A., Levi,J.E., Oliveira,C., Bravo,I., Carvalho,J.",2011-11-07,2015-09-08,dsDNA
1087,ALB35307.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,D3,CNA188,531,Brazil,Homo sapiens,,"Oliveira,C.M., Bravo,I.G., Souza,N.C., Genta,M.L., Fregnani,J.H., Tacla,M., Carvalho,J.P., Longatto-Filho,A., Levi,J.E., Oliveira,C., Bravo,I., Carvalho,J.",2011-12-01,2015-09-08,dsDNA
1088,ALB35315.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,HPV16,NBM19_consensus,531,Brazil,Homo sapiens,,"Oliveira,C.M., Bravo,I.G., Souza,N.C., Genta,M.L., Fregnani,J.H., Tacla,M., Carvalho,J.P., Longatto-Filho,A., Levi,J.E., Oliveira,C., Bravo,I., Carvalho,J.",,2015-09-08,dsDNA
1089,AJW82190.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,IR-33,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-01-14,2015-03-25,dsDNA
1090,AJW82191.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,IR-34,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-01-14,2015-03-25,dsDNA
1091,AJW82192.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,IR-35,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-01-14,2015-03-25,dsDNA
1092,AJW82193.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,IR-36,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-01-14,2015-03-25,dsDNA
1093,AJW82194.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,IR-37,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-01-14,2015-03-25,dsDNA
1094,AJW82195.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,IR-38,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-01-14,2015-03-25,dsDNA
1095,AJW82196.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,IR-39,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-01-14,2015-03-25,dsDNA
1096,AJW82197.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,IR-40,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-01-14,2015-03-25,dsDNA
1097,AJW82198.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,IR-41,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-01-14,2015-03-25,dsDNA
1098,AJW82199.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,IR-42,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-01-14,2015-03-25,dsDNA
1099,AJW82200.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,IR-43,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-01-14,2015-03-25,dsDNA
1100,AJW82201.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,IR-44,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-01-14,2015-03-25,dsDNA
1101,AJW82202.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,IR-45,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-01-14,2015-03-25,dsDNA
1102,AJW82203.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,IR-46,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-01-14,2015-03-25,dsDNA
1103,AJW82204.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,IR-47,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-01-14,2015-03-25,dsDNA
1104,AJW82205.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,IR-48,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-01-14,2015-03-25,dsDNA
1105,AJW82206.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,IR-49,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-01-14,2015-03-25,dsDNA
1106,AJW82207.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,IR-50,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-01-14,2015-03-25,dsDNA
1107,AJW82208.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,IR-51,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-01-14,2015-03-25,dsDNA
1108,AJW82209.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,IR-52,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-01-14,2015-03-25,dsDNA
1109,AJW82210.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,IR-53,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-01-14,2015-03-25,dsDNA
1110,AJW82211.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,IR-54,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-01-14,2015-03-25,dsDNA
1111,AJW82212.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,IR-55,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-01-14,2015-03-25,dsDNA
1112,AJW82213.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,IR-56,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-01-14,2015-03-25,dsDNA
1113,AJW82214.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,IR-57,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-01-14,2015-03-25,dsDNA
1114,AJW82215.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,IR-58,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-01-14,2015-03-25,dsDNA
1115,AJW82216.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,IR-59,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-01-14,2015-03-25,dsDNA
1117,AIQ82816.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-0,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1118,AIQ82817.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-1,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1119,AIQ82818.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-2,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1120,AIQ82819.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-3,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1121,AIQ82820.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-4,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1122,AIQ82821.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-5,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1123,AIQ82822.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-6,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1124,AIQ82823.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-7,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1125,AIQ82824.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-8,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1126,AIQ82825.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-9,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1127,AIQ82826.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-10,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1128,AIQ82827.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-11,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1129,AIQ82828.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-12,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1130,AIQ82829.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-13,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1131,AIQ82830.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-14,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1132,AIQ82831.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-16,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1133,AIQ82832.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-17,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1134,AIQ82833.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-18,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1135,AIQ82834.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-19,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1136,AIQ82835.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-20,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1137,AIQ82836.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-21,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1138,AIQ82837.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-22,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1139,AIQ82838.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-23,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1140,AIQ82839.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-24,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1141,AIQ82840.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-26,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1142,AIQ82841.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-27,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1143,AIQ82842.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-28,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1144,AIQ82843.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-29,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1145,AIQ82844.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-30,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
1146,AIQ82845.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,16,IR-31,505,Iran,Homo sapiens,,"Salehi-Vaziri,M., Sadeghi,F., Hashemi,F.S., Haeri,H., Bokharaei-Salim,F., Younesi,S., Monavari,S.H., Keyvani,H.",2013-10-26,2014-09-29,dsDNA
